class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_pages,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Pa4QNekN7kQ5,cruelty,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ByFdYpwqvPWu,nymph,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eaXsAZvwk6xv,honey,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GiYPc75HZAb3,laughter,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UZuCbSwwuwLY,lover,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bQEbyzNZYNAJ,poison,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bbbGxBiRGDwz,Urania,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9R22nChmKScL,celestial body,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ddw2PSbVUZ6t,shepherd,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iNzQpg7zFBaG,flower,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iUnzyAtvGSK8,river,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XiX6EsWKP6ht,natural spring,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dw8U7c9dKgjv,singing,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,text,,,,,,,,,,,,,,,,,,,,,,,,,
