class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,Donna qual sempre fui tal'esser voglio,,,Donna qual sempre fui tal'esser voglio,Donna qual sempre fui tal'esser voglio.md,C3bCyXZ9HkJh,206931853330672053984,text,,,,,,,,,,,,,,,"Donna qual sempre fui tal'esser voglio
Fin'alla morte e più se più si puote
O siam Amor benigno o m'usi orgoglio
O me fortuna in alto o in basso ruote
Immobil son di vera fede scoglio
Che d'ogn'intorn'il vento e il mar percuote
Né giamai per bonaccia né per verno
Luogo mutai né muterò in eterno.",,,,,,,,,,
MusicComposition,Donna qual sempre fui tal'esser voglio,,,Donna qual sempre fui tal'esser voglio,Donna qual sempre fui tal'esser voglio.md,C3bCyXZ9HkJh,206931853330672053984,language,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,,,,,,
MusicComposition,Donna qual sempre fui tal'esser voglio,,,Donna qual sempre fui tal'esser voglio,Donna qual sempre fui tal'esser voglio.md,C3bCyXZ9HkJh,206931853330672053984,subject,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ddyPTXYyiFzq,loyalty,,,,,,
MusicComposition,Donna qual sempre fui tal'esser voglio,,,Donna qual sempre fui tal'esser voglio,Donna qual sempre fui tal'esser voglio.md,C3bCyXZ9HkJh,206931853330672053984,subject,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,
MusicComposition,Donna qual sempre fui tal'esser voglio,,,Donna qual sempre fui tal'esser voglio,Donna qual sempre fui tal'esser voglio.md,C3bCyXZ9HkJh,206931853330672053984,poetic_type,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,
MusicComposition,Donna qual sempre fui tal'esser voglio,,,Donna qual sempre fui tal'esser voglio,Donna qual sempre fui tal'esser voglio.md,C3bCyXZ9HkJh,206931853330672053984,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UMZHj49VFcAe,skerry,,
MusicComposition,Donna qual sempre fui tal'esser voglio,,,Donna qual sempre fui tal'esser voglio,Donna qual sempre fui tal'esser voglio.md,C3bCyXZ9HkJh,206931853330672053984,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Rq5MFqmMSfYb,Cupid,,
MusicComposition,Donna qual sempre fui tal'esser voglio,,,Donna qual sempre fui tal'esser voglio,Donna qual sempre fui tal'esser voglio.md,C3bCyXZ9HkJh,206931853330672053984,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mRQuwpcHyKRP,Fortuna,,
MusicComposition,Donna qual sempre fui tal'esser voglio,,,Donna qual sempre fui tal'esser voglio,Donna qual sempre fui tal'esser voglio.md,C3bCyXZ9HkJh,206931853330672053984,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7c9f6d4Y2VnP,storm,,
MusicComposition,Donna qual sempre fui tal'esser voglio,,,Donna qual sempre fui tal'esser voglio,Donna qual sempre fui tal'esser voglio.md,C3bCyXZ9HkJh,206931853330672053984,metre,,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable
