class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,iiwoY8aSn9wQ,840259029647912236156,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Z5e4Z6WMSNSn,despair,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,iiwoY8aSn9wQ,840259029647912236156,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MFkDrmE7jx9f,oxymoron,,,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,iiwoY8aSn9wQ,840259029647912236156,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,iiwoY8aSn9wQ,840259029647912236156,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,iiwoY8aSn9wQ,840259029647912236156,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dTnWFEd5MLzx,thorn,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,iiwoY8aSn9wQ,840259029647912236156,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/D3F7Qwb9dCYu,death,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,iiwoY8aSn9wQ,840259029647912236156,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGWewhTdwcgZ,life,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,iiwoY8aSn9wQ,840259029647912236156,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/b4iEGX754ExJ,chain,,,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,iiwoY8aSn9wQ,840259029647912236156,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,Ov'è (misera me) quell'aureo crine,,,Ov'è (misera me) quell'aureo crine,Ov'è (misera me) quell'aureo crine.md,iiwoY8aSn9wQ,840259029647912236156,text,,,,,,,,,,,,,,,,,,,,,,,,"Ov'è (misera me) quell'aureo crine,
Di cui fe' rete per pigliarmi Amore?
Ov'è (lassa) il bel viso, onde l'ardore
Nasce, che mena la mia vita al fine?

Ove son quelle luci alte & divine,
In cui dolce si vive, e insieme more?
Ov'è la bianca man, che lo mio core
Stringendo punse con acute spine?

Ove suonan l'angeliche parole,
Ch'in un momento mi dan morte, & vita?
U i cari sguardi, u le maniere belle?

Ove luce hora il vivo almo mio Sole,
Con cui dolce destin mi venne in sorte
Quanto mai piovve da benigne stelle?"
