class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_volume,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,metre,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/d6Scakn6F3bd,Sun,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9R22nChmKScL,celestial body,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZrQCbqiD2eU2,Moon,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SXrVe27zaz8x,light beam,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EY8rp5qPSPGb,tree,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CN8Enfj3fB4y,water,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NbBMYT8M5qdr,flame,,,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Parmi, che il Sol non porga il lume usato","The natural order of things is falling apart, since the author's lover has vanished.",,"Parmi, che il Sol non porga il lume usato","Parmi, che il Sol non porga il lume usato.md",mckbFNXfbeiJ,899923293352127809000,text,,,,,,,,,,,,,,,,,,,,,,,,"Parmi, che il Sol non porga il lume usato,
Né che lo dia sì chiaro a sua sorella;
Non veggio almo pianeta, o vaga stella
Ruotar lieta i bei rai nel cerchio ornato:

Non veggio cor più di valore armato,
Fuggito è il vero onor, la gloria bella,
Nascosa è la virtù giunta con ella,
Né vive in arbor fronda, o fiore in prato:

Veggio torbide l'acque, e l'aere nero
Non scalda il foco, né rinfresca il vento;
Tutti han smarrito la lor propria cura,

D'allor, che il mio bel Sol fu in terra spento:
O che confuso è l'ordin di Natura
O il duolo agl'occhi miei nasconde il vero."
