class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Suq86ApyHSzQ,weeping,,,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hsbyjtxJK8Q5,mountain,,,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5PPMvehXX5tk,ocean,,,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gHVGjgKjtq6V,woman,,,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TPCCdMb4KspG,destiny,,,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kEaU6QpCkpAA,star,,,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aeKYuTWbvRkf,hope,,,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JtFVPwAgP7uA,transformation,,,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XF9vnVnjvEzN,watercraft,,,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,D'un alto monte; ove si scorge il mare,The author laments her reclusion in het father's house.,,D'un alto monte; ove si scorge il mare,D'un alto monte; ove si scorge il mare.md,7SeP7USJZtd5,112099302743683079268,text,,,,,,,,,,,,,,,,,,,,,,,,,"D'Un'alto monte; onde si scorge il mare,
Miro sovente io tua figlia Isabella,
S'alcun legno spalmato in quello appare,
Che di te Padre a me doni novella.

Ma la mia adversa, e dispietata stella
Non vuol, ch'alcun conforto possa entrare
Nel tristo cor, ma di pietà rubella
La calda speme in pianto fa mutare.

Ch'io non veggo nel mar remo, né vela;
(Così deserto è lo infelice lito,)
Che l'onde fenda, o che la gonfi al vento.

Contra fortuna allhor spargo querela,
Et ho in odio il denigrato sito;
Come sola cagion del mio tormento."
